"x"	"family"	"x.1"	"TRY30_Family.y"	"TRY30_PhylogeneticGroup.y"	"PlantGrowth.y"	"LeafCompoundness.y"	"Woody"	"LeafType.new.y"	"leafPT.new.y"	"group"	"ID"	"P50"	"slope"	"TLP"	"Ks"	"Ks_area"	"Kl_xy"	"Kl_area"	"LS"	"HSM50"	"P50_l"	"slope_O"	"WD"	"leafN"	"leafNa"	"GR"	"Hmax"	"LMA"	"AI"	"MAT"	"MaxTm"	"VariableT"	"TdriestQ"	"TwarmestQ"	"MAP"	"PwetestM"	"PdriestM"	"PwetestQ"	"PdriestQ"	"PwarmestQ"	"Ks_Hmax"	"LS_Hmax"
"9157"	"Rubus rudis"	"Rosaceae"	"Rubus rudis"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	9685.508122	8.641252002	20.49782657	25.22113932	4.969720888	16.62460917	792.5605125	84.45344315	50.41729581	234.424388	165.8860673	218.9549302	NA	NA
"9158"	"Rubus saxatilis"	"Rosaceae"	"Rubus saxatilis"	"Rosaceae"	"Angiosperm"	"shrub"	"compound"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.068052935	-0.371063681	-1.897119985	0.4	3.700931535	11798.98666	4.376107516	18.31561492	28.51141671	0.151519596	14.06459432	786.4119178	96.47701571	39.15830853	266.7856876	130.3459201	225.6170392	NA	NA
"9159"	"Rubus scaber"	"Rosaceae"	"Rubus scaber"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	9580.295775	9.478198353	21.37746477	24.78098591	6.492840377	17.11819248	889.5985915	97.37323944	53.79577465	270.2676056	179.2957746	223.7323944	NA	NA
"9160"	"Rubus schleicheri"	"Rosaceae"	"Rubus schleicheri"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	9313.756884	8.400307815	20.63713899	26.05580925	3.920080593	16.61965525	764.3216924	84.77367361	47.04902619	232.5621222	154.8985897	226.2169241	NA	NA
"9161"	"Rubus scissus"	"Rosaceae"	"Rubus scissus"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	13720.99274	8.215841913	18.99812353	22.44776033	6.745016143	15.26307506	989.657385	108.6797821	55.19673123	311.8656174	182.7245763	233.0338983	NA	NA
"9162"	"Rubus senticosus"	"Rosaceae"	"Rubus senticosus"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	8968.688985	9.053248744	20.80442763	24.96425484	4.695626355	16.90444564	738.2991361	79.48812095	45.35205184	220.437365	151.7894168	214.7332613	NA	NA
"9163"	"Rubus silvaticus"	"Rosaceae"	"Rubus silvaticus"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	9133.889834	9.446745788	20.90752351	24.19431258	5.841633078	16.99780564	761.4312584	77.78325123	46.69592476	219.0649351	155.6390506	203.50515	NA	NA
"9164"	"Rubus sorbicus"	"Rosaceae"	"Rubus sorbicus"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	6804.92126	9.052690294	21.84409451	27.26929135	3.900131243	17.67454068	597.8031496	74.14173228	33.76377953	199.6299213	114.2755906	199.2519685	NA	NA
"9165"	"Rubus sprengelii"	"Rosaceae"	"Rubus sprengelii"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	10360.0668	8.756243225	19.96347864	23.67293429	5.717085954	16.25757609	804.7041856	86.29928432	48.10778573	244.7180655	160.3847322	214.8401648	NA	NA
"9166"	"Rubus sulcatus"	"Rosaceae"	"Rubus sulcatus"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	9433.534211	8.468724783	20.71139474	25.99197369	4.062951755	16.71910526	779.9434211	87.42710526	47.25684211	243.92	154.3971053	230.5873684	NA	NA
"9167"	"Rubus swinhoei"	"Rosaceae"	"Rubus swinhoei"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	18671.16832	17.85125827	29.31287132	23.80247528	11.64876237	24.91410895	2229.108911	352.6782178	80.94554455	931.5049505	273.1287129	832	NA	NA
"9168"	"Rubus tereticaulis"	"Rosaceae"	"Rubus tereticaulis"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	11446.86875	9.046875004	21.09687499	25.43312498	6.521354163	17.04937501	1005.30625	106.075	65.81875	298.44375	214.39375	256.98125	NA	NA
"9169"	"Rubus ursinus"	"Rosaceae"	"Rubus ursinus"	"Rosaceae"	"Angiosperm"	"shrub"	"compound"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	3.000719815	-0.105360516	NA	2.4	4.490208168	7840.697932	13.09633083	24.05979812	22.55935499	17.74471524	18.3030773	944.4529788	174.0194485	10.43254554	474.6582964	43.42737568	50.89980305	NA	NA
"9170"	"Rubus vestitus"	"Rosaceae"	"Rubus vestitus"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	3.137665769	0.266203041	0	4	4.25830412	10767.81957	9.153211958	19.89447827	22.45954349	7.33448551	16.17423188	865.9756522	93.35021739	51.45804348	265.1223913	171.5434783	213.3456522	NA	NA
"9171"	"Rubus vigorosus"	"Rosaceae"	"Rubus vigorosus"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	9509.650723	9.258731928	20.6228031	24.06218017	5.490823134	16.77830922	770.0300334	79.57730812	47.30589544	221.9110122	158.4171301	212.1713014	NA	NA
"9172"	"Rubus vulgaris"	"Rosaceae"	"Rubus vulgaris"	"Rosaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"9173"	"Rudgea crassiloba"	"Rubiaceae"	"Rudgea crassiloba"	"Rubiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.884800713	NA	NA	NA	NA	13449.92737	26.58060984	32.43519545	12.12067028	26.89655494	27.54106143	2120.96648	365.0391061	31.40223464	986.396648	130.027933	254.1564246	NA	NA
"9174"	"Rudgea pittieri"	"Rubiaceae"	"Rudgea pittieri"	"Rubiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	16633.35714	25.47834819	30.10714293	8.841071401	25.71845237	26.29553573	2722.125	399.4107143	28.23214286	1055	164.7678571	423.2857143	NA	NA
"9175"	"Rudgea viburnoides"	"Rubiaceae"	"Rudgea viburnoides"	"Rubiaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	12841.85135	23.3392294	30.75057908	15.97490341	21.81164736	24.47532176	1808.633205	286.6293436	38.93436293	797.503861	132.1177606	525.8996139	NA	NA
"9176"	"Ruizodendron ovale"	"Annonaceae"	"Ruizodendron ovale"	"Annonaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	3.24220165	0.562468857	NA	25	4.610157727	17256.69744	24.48166665	30.62051279	13.24871793	23.25897433	25.44102561	2295.897436	312.8615385	90.12820513	879.9846154	296.1025641	690.1948718	NA	NA
"9177"	"Ruizterania retusa"	"Vochysiaceae"	"Ruizterania retusa"	"Vochysiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.705	NA	NA	NA	NA	NA	16398.56154	26.77237176	32.46230764	11.67461536	26.93192303	27.47730768	2299.469231	349.3615385	57.09230769	976.0307692	206.7384615	344.2230769	NA	NA
"9178"	"Ruprechtia apetala"	"Polygonaceae"	"Ruprechtia apetala"	"Polygonaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	4709.98513	20.51713136	30.05353163	20.22490707	17.33798019	23.33742256	781.2490706	135.9219331	11.88104089	378.4832714	44.36431227	319.4126394	NA	NA
"9179"	"Ruprechtia exploratricis"	"Polygonaceae"	"Ruprechtia exploratricis"	"Polygonaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	6243.26087	25.1289855	33.69565209	18.55217378	21.78043472	27.6963768	1095.652174	168.826087	25.73913043	461.9130435	98.65217391	431.3043478	NA	NA
"9180"	"Ruprechtia fusca"	"Polygonaceae"	"Ruprechtia fusca"	"Polygonaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	0.875468737	NA	NA	NA	NA	NA	NA	NA	0.66	3.305053521	1.050821625	NA	NA	NA	5265.822314	25.13784434	33.95000001	17.70950414	23.80475205	27.25323692	997.7727273	233.3801653	4.669421488	610.7768595	18.65702479	354.3264463	NA	NA
"9181"	"Ruprechtia laxiflora"	"Polygonaceae"	"Ruprechtia laxiflora"	"Polygonaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.585	NA	NA	NA	NA	NA	8035.351585	21.60702449	30.53170026	18.85331411	19.02564841	24.84678192	1230.994236	162.8789625	47.91642651	446.2391931	170.9942363	379.6340058	NA	NA
"9182"	"Ruscus aculeatus"	"Asparagaceae"	"Ruscus aculeatus"	"Ruscaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.111513307	0.90825856	NA	1.45	4.599152114	6789.378564	12.84762178	24.91441879	24.54645353	17.02058343	20.02419494	782.4048084	97.16596387	33.45371011	265.5039335	122.6817924	136.2523759	NA	NA
"9183"	"Ruscus hypoglossum"	"Asparagaceae"	"Ruscus hypoglossum"	"Ruscaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	7731.378378	12.94301802	25.3765766	25.19369373	16.78273275	20.78543546	889.1531532	121.6576577	33.89189189	319.1351351	132.6486486	162.0630631	NA	NA
"9184"	"Ruscus hypophyllum"	"Asparagaceae"	"Ruscus hypophyllum"	"Ruscaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	4616.748571	15.86876189	27.97999995	23.97428566	21.40399998	22.93180949	678.5714286	109.2	8.057142857	299.1371429	41.96571429	55.13714286	NA	NA
"9185"	"Ruscus microglossus"	"Asparagaceae"	"Ruscus microglossus"	"Ruscaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	6018.166667	13.80347225	26.75000032	24.88333367	21.23055567	21.34722233	770.8333333	110.6666667	21.33333333	282.8333333	99.66666667	111.3333333	NA	NA
"9186"	"Rustia formosa"	"Rubiaceae"	"Rustia formosa"	"Rubiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	3.05116698	0.858661619	NA	9	NA	12549.18367	21.19838435	29.34387752	16.96938776	18.98010202	23.0176871	1729.377551	279.9081633	33.62244898	785.0408163	112.7244898	583.2857143	NA	NA
"9187"	"Ruta corsica"	"Rutaceae"	"Ruta corsica"	"Rutaceae"	"Angiosperm"	"shrub"	"compound"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	8287.827586	9.364367821	21.39999991	23.83793095	17.23045978	17.24022989	922.7931034	123.3793103	18.34482759	345.137931	89.17241379	93.48275862	NA	NA
"9188"	"Ryania speciosa"	"Salicaceae"	"Ryania speciosa"	"Flacourtiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.495	3.206803244	0.497740384	NA	20	NA	19827.95974	25.59940604	31.01643084	10.89445042	25.75975697	26.25145084	2827.846572	380.8922742	98.23394995	1032.818281	354.2665941	525.9303591	NA	NA
"9189"	"Sabal causiarum"	"Arecaceae"	"Sabal causiarum"	"Arecaceae"	"Angiosperm"	"tree"	"compound"	"woody"	"broadleaf"	"evergreen"	"CC"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.86	NA	8723	24.46087961	31.6388891	14.83333352	23.57870367	26.76388888	1518.388889	220.6666667	61.61111111	588.8888889	204.3333333	452.5555556	NA	NA
"9190"	"Sabal minor"	"Arecaceae"	"Sabal minor"	"Arecaceae"	"Angiosperm"	"tree"	"compound"	"woody"	"broadleaf"	"evergreen"	"CC"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	NA	7860.194045	19.46212354	34.04301854	29.7253594	16.92638605	27.35872688	1260.497947	150.2566735	69.61088296	397.0154004	239.6581109	353.2597536	NA	NA
"9191"	"Sabal palmetto"	"Arecaceae"	"Sabal palmetto"	"Arecaceae"	"Angiosperm"	"tree"	"compound"	"woody"	"broadleaf"	"evergreen"	"CC"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	7679.804584	21.61044432	33.26863702	23.9062727	18.08136308	27.25404101	1322.985525	201.4668275	53.22557298	545.0784077	189.2412545	525.4282268	NA	NA
"9192"	"Sacaglottis trygynum"	"Humiriaceae"	"Sacaglottis trygynum"	"Humiriaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.449279472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"9193"	"Sacoglottis ceratocarpa"	"Humiriaceae"	"Sacoglottis ceratocarpa"	"Humiriaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	2.424802726	0.930193637	NA	25	NA	20833.53226	26.43232524	31.88548359	11.13064489	26.55645161	27.0069892	2709.274194	334.483871	121.2419355	948.6290323	412.2580645	522.9354839	NA	NA
"9194"	"Sacoglottis cydonioides"	"Humiriaceae"	"Sacoglottis cydonioides"	"Humiriaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	19	NA	14878.97297	26.12533788	31.88918933	11.21351353	26.4923423	26.86846857	2357.972973	376.1621622	66.75675676	989.4864865	248	302.4054054	NA	NA
"9195"	"Sacoglottis gabonensis"	"Humiriaceae"	"Sacoglottis gabonensis"	"Humiriaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.795	NA	NA	NA	NA	NA	16558.45087	25.84641136	30.82543366	11.20115636	24.81262039	27.06445088	2031.595376	381.0982659	14.97687861	884.5317919	78.19075145	568.8554913	NA	NA
"9196"	"Sacoglottis guianensis"	"Humiriaceae"	"Sacoglottis guianensis"	"Humiriaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	2.582486978	0.862889955	NA	27	NA	15664.19692	25.71561538	31.73138456	12.33753838	25.88189744	26.50528205	2277.612308	349.2769231	58.74461538	967.1569231	211.2953846	350.6215385	NA	NA
"9197"	"Sacoglottis mattogrossensis"	"Humiriaceae"	"Sacoglottis mattogrossensis"	"Humiriaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	2.125847914	0.131028262	NA	30	4.912654886	13078.13714	24.99314285	31.25171415	13.09285703	24.79904763	26.0175238	1926.982857	295.2314286	51.14571429	822.6885714	180.4657143	399.62	NA	NA
"9198"	"Sacoglottis trichogyna"	"Humiriaceae"	"Sacoglottis trichogyna"	"Humiriaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	2.617395833	0.09531018	NA	NA	4.388505601	19388.3625	25.48640624	30.45874989	9.752499819	25.90395828	26.45979162	3225.9	446.875	78.225	1164.65	304.9125	519.925	NA	NA
"9199"	"Sageraea elliptica"	"Annonaceae"	"Sageraea elliptica"	"Annonaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	15610.3	25.58875	30.67500019	10.49000034	25.03666665	26.59583333	2460.85	402.95	71.45	1076.5	260.85	514.6	NA	NA
"9200"	"Sageraea lanceolata"	"Annonaceae"	"Sageraea lanceolata"	"Annonaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	15786.95745	26.87127663	31.95106409	10.14893637	26.9485816	27.40319153	2496.297872	313.7234043	126.0638298	851.7446809	419.8510638	578.2553191	NA	NA
"9201"	"Sageretia thea"	"Rhamnaceae"	"Sageretia thea"	"Rhamnaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	0.500775287912489	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.713700873	0.086177696	NA	1	NA	12644.91931	17.39667388	29.07435159	24.23227668	14.06733908	23.69615756	1576.815562	275.7348703	36.80403458	731.3285303	131.6628242	633.1700288	NA	NA
"9202"	"Sagotia racemosa"	"Euphorbiaceae"	"Sagotia racemosa"	"Euphorbiaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	3.292312143	0.758466647	NA	15	NA	18094.4875	25.98859373	31.82812497	11.71000003	26.26552079	26.64322912	2579.93125	381.5125	83.95625	1039.20625	293.5125	413.053125	NA	NA
"9203"	"Salacia elliptica"	"Celastraceae"	"Salacia elliptica"	"Celastraceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	11433.95096	24.13258705	31.3641791	15.33901923	22.81261548	25.47153518	1716.607676	279.1705757	33.7206823	769.1172708	120.4179104	447.4029851	NA	NA
"9204"	"Salacia gigantea"	"Celastraceae"	"Salacia gigantea"	"Celastraceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	20143.69231	24.59919871	30.01923066	11.26923066	24.37467946	25.21858978	2642.076923	337.7307692	103.2307692	939.9807692	358.8076923	629.5961538	NA	NA
"9205"	"Salacia macrantha"	"Celastraceae"	"Salacia macrantha"	"Celastraceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.700018029	0.512823626	NA	8	NA	19029.22346	24.87618713	30.77988822	12.55251398	24.23296088	25.71238359	2463.430168	328.8268156	103.2067039	919.0949721	338.4581006	651.8100559	NA	NA
"9206"	"Salix acutifolia"	"Salicaceae"	"Salix acutifolia"	"Salicaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.33220451	NA	NA	10	NA	8352.95356	6.57967836	21.30000002	31.10794635	0.110096321	16.7867905	661.1021672	80.66357069	34.52218782	220.7399381	114.9649123	207.5304438	NA	NA
"9207"	"Salix aegyptiaca"	"Salicaceae"	"Salix aegyptiaca"	"Salicaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	6570.659574	10.31241135	24.58723405	29.91063828	8.190425521	19.20602836	640.7021277	87.80851064	32.59574468	230.2553191	107.9574468	179.5106383	NA	NA
"9208"	"Salix alaxensis"	"Salicaceae"	"Salix alaxensis"	"Salicaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.870735783	0.576613364	NA	10.06	NA	8465.546265	-4.538703082	16.19832775	41.383835	-11.71094388	10.65204385	481.2664437	75.99108138	18.83946488	197.6744705	66.05908584	161.9431438	NA	NA
"9209"	"Salix alba"	"Salicaceae"	"Salix alba"	"Salicaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	0.53062825106217	4.524881615	NA	NA	NA	NA	NA	NA	NA	NA	92.285	0.34	3.303951997	0.741937345	1.098612289	35	4.38340069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"9210"	"Salix alpina"	"Salicaceae"	"Salix alpina"	"Salicaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	20510.98319	2.546253493	14.15798317	23.24873947	-4.498879556	10.27450977	1449.605042	176.2352941	75.69747899	495.1092437	254.3109244	494.5546218	NA	NA
"9211"	"Salix amplexicaulis"	"Salicaceae"	"Salix amplexicaulis"	"Salicaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	5574.711864	11.6581921	25.70847466	30.18474585	19.94096047	20.55451978	699.6271186	90.88135593	29.62711864	251.3389831	97.27118644	106.2033898	NA	NA
"9212"	"Salix amygdaloides"	"Salicaceae"	"Salix amygdaloides"	"Salicaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	-0.25489224962879	4.008605103	NA	0.641853886	NA	NA	NA	NA	0.540631361	NA	55.07	NA	3.025291076	NA	NA	24	NA	5039.670934	8.955399721	28.24412647	40.73162648	-1.436634037	21.2069277	621.5918675	86.0813253	22.38554217	235.2643072	77.9871988	212.1837349	-2.536199944	NA
"9213"	"Salix anticecrenata"	"Salicaceae"	"Salix anticecrenata"	"Salicaceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.400863993	0.932164081	NA	NA	NA	8328.222222	7.619444438	21.27777778	27.50000009	0.37592594	14.79259258	867	170.2222222	5.666666667	463.2222222	24.55555556	461.6666667	NA	NA
"9214"	"Salix appendiculata"	"Salicaceae"	"Salix appendiculata"	"Salicaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.693147181	9	4.061907455	15199.8022	5.717843407	17.88703298	25.19032968	-0.314294872	13.68589743	1267.086264	162.2615385	68.55989011	459.8126374	223.9791209	446.7307692	NA	NA
"9215"	"Salix arbuscula"	"Salicaceae"	"Salix arbuscula"	"Salicaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	5.258952643	NA	NA	NA	NA	NA	NA	NA	NA	192.28	NA	NA	NA	-2.120263536	2	NA	18898.34025	1.774054229	14.29481049	25.09873649	-0.629309571	10.41952468	1054.483755	135.3388989	52.74368231	367.118231	170.1651625	278.708935	NA	NA
"9216"	"Salix arbusculoides"	"Salicaceae"	"Salix arbusculoides"	"Salicaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.14	NA	6164.526536	-4.394593806	18.22527936	46.61382681	-13.0858473	12.27413874	374.650838	62.55167598	13.1396648	163.7374302	47.00977654	156.202514	NA	NA
"9217"	"Salix arbutifolia"	"Salicaceae"	"Salix arbutifolia"	"Salicaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	-0.356674944	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
