"x"	"family"	"x.1"	"TRY30_Family.y"	"TRY30_PhylogeneticGroup.y"	"PlantGrowth.y"	"LeafCompoundness.y"	"Woody"	"LeafType.new.y"	"leafPT.new.y"	"group"	"ID"	"P50"	"slope"	"TLP"	"Ks"	"Ks_area"	"Kl_xy"	"Kl_area"	"LS"	"HSM50"	"P50_l"	"slope_O"	"WD"	"leafN"	"leafNa"	"GR"	"Hmax"	"LMA"	"AI"	"MAT"	"MaxTm"	"VariableT"	"TdriestQ"	"TwarmestQ"	"MAP"	"PwetestM"	"PdriestM"	"PwetestQ"	"PdriestQ"	"PwarmestQ"	"Ks_Hmax"	"LS_Hmax"
"3418"	"Diospyros pendula"	"Ebenaceae"	"Diospyros pendula"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.685	NA	NA	NA	NA	NA	20237.03571	25.39479164	30.81071445	11.0464288	25.05059514	26.30952385	2899.321429	403.5714286	132.1785714	1077.25	442.8928571	679.5714286	NA	NA
"3419"	"Diospyros pentamera"	"Ebenaceae"	"Diospyros pentamera"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.615	NA	NA	NA	NA	NA	8870.60864	17.82668171	27.19890393	19.94758219	13.75198797	22.12758434	1417.81109	208.8181818	43.55963894	568.2385558	161.650548	519.855577	NA	NA
"3420"	"Diospyros perakensis"	"Ebenaceae"	"Diospyros perakensis"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	23873.66667	26.83935189	32.15555573	10.67777782	27.0444444	27.36851851	3607.888889	429.5555556	202.1111111	1187.111111	668.8888889	795	NA	NA
"3421"	"Diospyros perfida"	"Ebenaceae"	"Diospyros perfida"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	13553.11765	26.92549021	31.76470588	9.670588101	26.90588248	27.22450982	2109.235294	232.7058824	112.4117647	650.8823529	375.1176471	544.1176471	NA	NA
"3422"	"Diospyros philippinensis"	"Ebenaceae"	"Diospyros philippinensis"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	16586.09091	25.48560597	30.5363636	10.37272748	25.2696969	26.48181814	2426.909091	372.4545455	89	983.4545455	299	520.0909091	NA	NA
"3423"	"Diospyros pilosanthera"	"Ebenaceae"	"Diospyros pilosanthera"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	16543.23469	26.26181971	31.49081631	10.4765306	26.18095237	26.94404758	2521.05102	335.6836735	110.255102	909.9387755	379.622449	553.4489796	NA	NA
"3424"	"Diospyros piscatoria"	"Ebenaceae"	"Diospyros piscatoria"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.377587516	1.017040635	NA	NA	NA	16954.46995	25.05186701	30.13387976	11.44808749	23.59763202	26.24699455	1962.273224	357.1530055	8.573770492	842.4918033	58.59562842	609.1530055	NA	NA
"3425"	"Diospyros poeppigiana"	"Ebenaceae"	"Diospyros poeppigiana"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	30	NA	19531.56173	26.29555039	32.18209875	12.22283948	26.21995884	26.84331269	2588.481481	333.8580247	109.154321	936.4382716	363.8209877	539.8580247	NA	NA
"3426"	"Diospyros polita"	"Ebenaceae"	"Diospyros polita"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	14600	19.49999992	25.10000038	11.30000019	18.99999968	20	2054	262	82	665	284	498	NA	NA
"3427"	"Diospyros poncei"	"Ebenaceae"	"Diospyros poncei"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3428"	"Diospyros pseudoxylopia"	"Ebenaceae"	"Diospyros pseudoxylopia"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.802450877	-0.051293294	NA	NA	NA	25162.14634	25.29247969	30.65365861	11.06341483	25.28455285	25.88699192	3080.634146	363.6341463	160.097561	1018.95122	516.3658537	697	NA	NA
"3429"	"Diospyros puncticulosa"	"Ebenaceae"	"Diospyros puncticulosa"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	22587.63636	27.03143935	32.43636322	10.83636319	27.15909094	27.45303021	3384.636364	379.4545455	185	1072	610.6363636	788.8181818	NA	NA
"3430"	"Diospyros pyrrhocarpa"	"Ebenaceae"	"Diospyros pyrrhocarpa"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	17598.61111	25.81874999	31.1999997	10.88888852	25.72777778	26.59259263	2649.333333	365.0555556	116.4444444	986.8333333	397.8333333	574.3888889	NA	NA
"3431"	"Diospyros quiloensis"	"Ebenaceae"	"Diospyros quiloensis"	"Ebenaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	3.546739687	2.217027205	NA	10	NA	4196.388889	25.25462965	34.53333346	19.93333345	22.76666661	27.72500006	778.0555556	177.6666667	5	481.3333333	19.05555556	303.2777778	NA	NA
"3432"	"Diospyros rigida"	"Ebenaceae"	"Diospyros rigida"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.705	NA	NA	NA	NA	NA	22698	26.7861111	32	10.48333295	26.83055565	27.26944436	3450.5	417.5	180.1666667	1142.666667	601.8333333	826.8333333	NA	NA
"3433"	"Diospyros rumphii"	"Ebenaceae"	"Diospyros rumphii"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	13890.5	25.44583313	30.25	9.450000763	25.43333308	25.69166644	2181.5	240.5	97.5	671.5	335.5	561.5	NA	NA
"3434"	"Diospyros sandwicensis"	"Ebenaceae"	"Diospyros sandwicensis"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	1.58923520511658	NA	NA	-0.105360516	NA	NA	NA	NA	NA	NA	2.341805806	0.672944473	NA	NA	NA	9779	21.49001936	27.27674413	11.6232558	22.5511628	23.16744184	1701.744186	267.2790698	53.48837209	647.0697674	245.1627907	304.8372093	NA	NA
"3435"	"Diospyros scabiosa"	"Ebenaceae"	"Diospyros scabiosa"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3436"	"Diospyros senensis"	"Ebenaceae"	"Diospyros senensis"	"Ebenaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	9	NA	4954.964286	24.49523806	34.13928563	20.74642863	22.24880948	27.10178565	902.5714286	206.3571429	5.321428571	562.8571429	24.32142857	317.5	NA	NA
"3437"	"Diospyros siamang"	"Ebenaceae"	"Diospyros siamang"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	18210.33333	26.71064813	31.73333338	10.16666667	26.9462962	27.17777775	2650	341	134.6666667	906.8888889	442.1111111	573	NA	NA
"3438"	"Diospyros simaloerensis"	"Ebenaceae"	"Diospyros simaloerensis"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	3.5720647	1.17557333	NA	NA	NA	17540.75	26.97604165	31.97500086	9.900000572	26.86666663	27.45416665	2737	307	142.75	866	486.75	645	NA	NA
"3439"	"Diospyros subrhomboidea"	"Ebenaceae"	"Diospyros subrhomboidea"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	20992	25.2912037	31.03333367	11.68888919	24.51666666	26.47222226	3114.555556	404.7777778	158.6666667	1079.333333	528.2222222	735.6666667	NA	NA
"3440"	"Diospyros subrotata"	"Ebenaceae"	"Diospyros subrotata"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.054001182	0.285178942	NA	15	NA	17668.17241	25.74238507	31.98620684	13.00689661	25.24080467	26.4948276	2343.517241	320.6896552	79.55172414	904.2068966	266.6551724	543.7241379	NA	NA
"3441"	"Diospyros sumatrana"	"Ebenaceae"	"Diospyros sumatrana"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	15.9	NA	18312	25.42148147	30.91888883	10.94777779	25.38944441	26.05240737	2691.722222	320.0111111	136.0111111	888.1888889	461.8444444	650.6	NA	NA
"3442"	"Diospyros sundaica"	"Ebenaceae"	"Diospyros sundaica"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3443"	"Diospyros tetrasperma"	"Ebenaceae"	"Diospyros tetrasperma"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	3.234749174	1.160020917	NA	NA	NA	6317.236364	25.67889394	33.93527287	17.18254557	24.61890911	27.57745458	1145.549091	200.0436364	27.32	517.1527273	95.04	366.6254545	NA	NA
"3444"	"Diospyros texana"	"Ebenaceae"	"Diospyros texana"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	1.07840958135059	NA	NA	NA	2.816007343	NA	NA	-2.6	NA	NA	2.917770732	0.949725508	NA	16.15	5.318561073	3838.317793	19.80870203	34.83254045	31.03862988	12.21649223	27.74957184	726.2473834	108.8639391	34.38058991	259.2692674	117.1912464	195.1075167	NA	NA
"3445"	"Diospyros transitoria"	"Ebenaceae"	"Diospyros transitoria"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	13927.16667	24.69374996	30.23333327	11.38333352	23.85000006	25.91666661	2159.333333	361.8333333	43	927.5	172.1666667	452.6666667	NA	NA
"3446"	"Diospyros tristis"	"Ebenaceae"	"Diospyros tristis"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	22498	25.1916666	30	9.299999237	25.14999962	25.8166666	3233	415	169	1092	619	896	NA	NA
"3447"	"Diospyros truncata"	"Ebenaceae"	"Diospyros truncata"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	17709.33333	25.88749997	30.96666718	10.13333384	25.56111124	26.42222214	2723.666667	369.3333333	91.66666667	1046.333333	311.6666667	699.6666667	NA	NA
"3448"	"Diospyros tuberculata"	"Ebenaceae"	"Diospyros tuberculata"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	14804.88	26.84349998	31.85999992	10.03599983	27.04933325	27.27333331	2346.96	273	132.48	743.8	456.92	495.72	NA	NA
"3449"	"Diospyros ulo"	"Ebenaceae"	"Diospyros ulo"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	16935.81818	25.14337121	29.9681817	9.74545455	25.06818191	25.57651519	2279.363636	274.3181818	121.4090909	756.9090909	407.1818182	553	NA	NA
"3450"	"Diospyros venenosa"	"Ebenaceae"	"Diospyros venenosa"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3451"	"Diospyros venosa"	"Ebenaceae"	"Diospyros venosa"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	-0.510825623765991	4.392595586	NA	NA	NA	NA	NA	NA	NA	NA	80.85	0.595	2.492378665	0.636576829	NA	20	NA	17393.05556	25.52951387	31.02222215	11.17777778	24.88518515	26.59351848	2542.972222	397.0277778	82.5	1053.527778	288	614.9722222	NA	NA
"3452"	"Diospyros virginiana"	"Ebenaceae"	"Diospyros virginiana"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"temperature"	"BT"	1	-0.954511944694353	NA	NA	1.418277407	NA	NA	NA	NA	0.520828698	NA	NA	0.67	2.791165108	-0.077961541	NA	24	3.737431495	8058.363193	15.75010902	32.22199555	33.86066517	11.3040207	25.29659274	1176.821729	135.7640798	65.49223947	367.8421286	223.9454545	319.2789357	-1.759776423	NA
"3453"	"Diospyros wallichii"	"Ebenaceae"	"Diospyros wallichii"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	14980.58182	26.5865909	32.04181813	10.93999977	26.46575761	27.47757575	2409.927273	347.3636364	85.61818182	925.2727273	302.6909091	506.2545455	NA	NA
"3454"	"Diospyros whyteana"	"Ebenaceae"	"Diospyros whyteana"	"Ebenaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.927988621	0.262364264	NA	13	NA	5502.149351	16.9732278	27.10194807	21.2435065	14.18295453	20.33593075	869.8311688	151.8538961	14.71103896	417.9058442	52.26948052	335.1915584	NA	NA
"3455"	"Diospyros yeobi"	"Ebenaceae"	"Diospyros yeobi"	"Ebenaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3456"	"Diospyros yunnanensis"	"Ebenaceae"	"Diospyros yunnanensis"	NA	"angiosperm"	"tree"	NA	"woody"	"broadleaf"	"evergreen"	"BE"	1	1.25276296849537	NA	1.23837423104327	NA	NA	NA	NA	NA	NA	NA	NA	0.95	2.427454075	-0.301105093	NA	15	4.889408837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3457"	"Diphysa americana"	"Leguminosae"	"Diphysa americana"	"Fabaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.705	NA	NA	NA	NA	4.128907007	10444.37383	24.04669004	31.01464172	14.2133956	23.35503633	25.59169264	1792.433022	340.0404984	19.96261682	874.1370717	78.57009346	398.5233645	NA	NA
"3458"	"Diphysa carthagenensis"	"Leguminosae"	"Diphysa carthagenensis"	"Fabaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1658969	0.647103242	NA	NA	NA	6655.590296	25.58417564	33.68247974	16.8110511	24.73530997	27.43189579	1204.299191	212.3800539	25.80862534	553.3584906	89.90026954	361.5040431	NA	NA
"3459"	"Diploglottis bracteata"	"Sapindaceae"	"Diploglottis bracteata"	"Sapindaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	16241.31081	21.12483106	29.35945952	17.99324331	20.16126123	24.18963964	2813.797297	557.5540541	44.71621622	1404.256757	185.2432432	971.9054054	NA	NA
"3460"	"Diploglottis cunninghamii"	"Sapindaceae"	"Diploglottis cunninghamii"	"Sapindaceae"	"Angiosperm"	"tree"	"compound"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.635	3.297687005	0.231111721	NA	15	4.588634217	13969.07692	20.25961543	28.23076908	16.86923056	19.35000005	22.98205135	2100.307692	241.2307692	113.5384615	680.9230769	381.7692308	593.4615385	NA	NA
"3461"	"Diplokeleba floribunda"	"Sapindaceae"	"Diplokeleba floribunda"	"Sapindaceae"	"Angiosperm"	"tree"	"compound"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	6710.784483	23.45721982	32.89396546	20.07241379	19.86494252	27.05158043	1176.060345	160.2586207	33.34482759	440.6810345	131.75	410.1810345	NA	NA
"3462"	"Diploknema butyracea"	"Sapotaceae"	"Diploknema butyracea"	"Sapotaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	25	NA	9654.666667	21.45138892	33.53333346	25.80000035	19.22222222	26.8611109	1538.666667	386.3333333	8	993.6666667	38.33333333	743.6666667	NA	NA
"3463"	"Diploknema oligomera"	"Sapotaceae"	"Diploknema oligomera"	"Sapotaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	17482	26.13958347	30.89999962	9.999999046	26.72500022	26.85833343	2740.5	417.5	107.5	1145	397	426	NA	NA
"3464"	"Diploon cuspidatum"	"Sapotaceae"	"Diploon cuspidatum"	"Sapotaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	3.0301337	0.625938431	NA	30	NA	13491.61	22.90462502	29.58700003	13.74100006	21.48866667	24.72183336	1838.2	247.24	73.8	698.9	251.11	538.52	NA	NA
"3465"	"Diplorhynchus condylocarpon"	"Apocynaceae"	"Diplorhynchus condylocarpon"	"Apocynaceae"	"Angiosperm"	"shrub/tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	2.63905733	NA	NA	20	NA	5635.02381	21.94431547	31.14761902	19.76904757	19.02825395	24.38353173	985.15	211.5285714	4.923809524	553.4452381	20.02619048	315.2880952	NA	NA
"3466"	"Diplospora dubia"	"Rubiaceae"	"Diplospora dubia"	NA	"Angiosperm"	NA	NA	"woody"	"broadleaf"	"evergreen"	"BE"	1	0.792992515529661	NA	0.657520002916794	-0.162518929	NA	0.612479277	NA	-0.446287103	NA	NA	NA	0.63	2.867898902	NA	NA	12	4.506674939	20309.33499	19.0777501	27.87920297	18.75417187	14.63655042	23.96282689	2544.30137	467.4520548	57.79825654	1240.843088	202.3748443	1174.039851	-2.647425579	2.038619546788
"3467"	"Diplostephium rupestre"	"Compositae"	"Diplostephium rupestre"	"Asteraceae"	"Angiosperm"	"shrub"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.113515309	1.242712633	NA	1	NA	14358.02206	7.334620089	13.10735292	11.91544116	7.193014709	7.698406882	1383.955882	175.9117647	60.48529412	463.5	224.7132353	347.5808824	NA	NA
"3468"	"Diplotropis martiusii"	"Leguminosae"	"Diplotropis martiusii"	"Fabaceae"	"Angiosperm"	"tree"	"compound"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.735	NA	NA	NA	NA	NA	20625.00685	26.38413239	31.78424633	11.06369844	26.6359589	26.98778535	2725.171233	344.8424658	116.5616438	977.8356164	396.8561644	481	NA	NA
"3469"	"Diplotropis triloba"	"Leguminosae"	"Diplotropis triloba"	"Fabaceae"	"Angiosperm"	"tree"	"compound"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.499533282	NA	NA	NA	NA	16122.06452	25.75268811	32.07419334	12.75806433	25.7123655	26.48010738	2176.516129	313.7419355	47.77419355	897.3870968	180.1935484	417.3870968	NA	NA
"3470"	"Dipterocarpus acutangulus"	"Dipterocarpaceae"	"Dipterocarpus acutangulus"	"Dipterocarpaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	2.439734931	-0.494296322	NA	60	3.966511191	19759.20588	26.86286767	31.90000012	10.10882366	26.98382353	27.36715686	3113.205882	354.9705882	177.0882353	998.4117647	588.1764706	707.7058824	NA	NA
"3471"	"Dipterocarpus alatus"	"Dipterocarpaceae"	"Dipterocarpus alatus"	"Dipterocarpaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	2.653241965	NA	NA	NA	NA	11045.86957	26.33623184	32.35652177	12.67826113	25.10869562	28.00072449	1901.304348	360.4347826	30.43478261	935.4782609	120.7826087	413.5652174	NA	NA
"3472"	"Dipterocarpus applanatus"	"Dipterocarpaceae"	"Dipterocarpus applanatus"	"Dipterocarpaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	2.62756295	0.479334957	NA	50	NA	19217.54545	26.04090907	31.31818147	10.60909063	26.3045454	26.5757576	2882.909091	361.3636364	143.8181818	980.6363636	504.6363636	581.2727273	NA	NA
"3473"	"Dipterocarpus baudii"	"Dipterocarpaceae"	"Dipterocarpus baudii"	"Dipterocarpaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	16223.92593	26.14459872	31.51111115	10.60740746	26.06728387	26.84506167	2500.407407	334.6666667	100.2592593	919.4074074	343.5185185	576.0740741	NA	NA
"3474"	"Dipterocarpus borneensis"	"Dipterocarpaceae"	"Dipterocarpus borneensis"	"Dipterocarpaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	21652.04762	26.82777776	31.95714278	10.27619035	27.00873012	27.31746029	3280.52381	412.0952381	176.4761905	1129.047619	572.6190476	725.0952381	NA	NA
"3475"	"Dipterocarpus caudatus"	"Dipterocarpaceae"	"Dipterocarpus caudatus"	"Dipterocarpaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	20246.78571	26.78720232	31.93571445	10.3428575	26.9166666	27.40238083	3151.214286	374.0714286	180.4285714	1038	589.7857143	719.0714286	NA	NA
"3476"	"Dipterocarpus caudiferus"	"Dipterocarpaceae"	"Dipterocarpus caudiferus"	"Dipterocarpaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"drought"	"BD"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	2.574137784	0.636576829	NA	60	NA	17031.26087	26.5976449	31.73913039	10.30652166	26.7456521	27.05036228	2637.608696	307.7826087	146.2608696	853.1521739	493.0434783	580.0217391	NA	NA
"3477"	"Dipterocarpus chartaceus"	"Dipterocarpaceae"	"Dipterocarpus chartaceus"	"Dipterocarpaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.615	NA	NA	NA	NA	NA	15272.8	27.08249998	32.17999954	10.33999977	26.94666653	27.8266667	2416.8	390.6	80	1008	275.2	486.6	NA	NA
"3478"	"Dipterocarpus concavus"	"Dipterocarpaceae"	"Dipterocarpus concavus"	"Dipterocarpaceae"	"Angiosperm"	"tree"	"simple"	"woody"	"broadleaf"	"evergreen"	"BE"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	16957.33333	24.03749998	29.20000013	10.39999962	23.97222212	24.58333333	2436.666667	337.3333333	105	851	368.3333333	633.6666667	NA	NA
